event_id,day_index,hour,site_token,metric_raw,layer,pii_status,dataset
B-00855,5,4,SITE-012,41.27,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00856,5,6,SITE-012,77.77,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00857,5,8,SITE-012,93.37,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00858,5,10,SITE-012,52.94,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00859,5,12,SITE-012,65.62,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00860,5,14,SITE-012,83.21,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00861,5,16,SITE-012,84.28,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00862,5,18,SITE-012,55.74,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00863,5,20,SITE-012,52.03,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00864,5,22,SITE-012,47.74,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00865,6,0,SITE-001,47.69,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00866,6,2,SITE-001,75.17,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00867,6,4,SITE-001,67.48,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00868,6,6,SITE-001,46.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00869,6,8,SITE-001,89.52,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00870,6,10,SITE-001,41.91,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00871,6,12,SITE-001,76.9,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00872,6,14,SITE-001,83.95,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00873,6,16,SITE-001,52.05,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00874,6,18,SITE-001,80.82,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00875,6,20,SITE-001,58.64,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00876,6,22,SITE-001,44.74,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00877,6,0,SITE-002,56.88,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00878,6,2,SITE-002,70.71,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00879,6,4,SITE-002,74.54,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00880,6,6,SITE-002,73.31,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00881,6,8,SITE-002,44.17,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00882,6,10,SITE-002,72.83,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00883,6,12,SITE-002,57.9,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00884,6,14,SITE-002,68.28,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00885,6,16,SITE-002,84.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00886,6,18,SITE-002,71.94,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00887,6,20,SITE-002,84.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00888,6,22,SITE-002,66.64,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00889,6,0,SITE-003,51.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00890,6,2,SITE-003,76.85,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00891,6,4,SITE-003,74.81,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00892,6,6,SITE-003,65.5,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00893,6,8,SITE-003,42.19,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00894,6,10,SITE-003,76.33,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00895,6,12,SITE-003,92.03,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00896,6,14,SITE-003,86.8,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00897,6,16,SITE-003,41.56,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00898,6,18,SITE-003,44.11,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00899,6,20,SITE-003,81.92,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00900,6,22,SITE-003,66.41,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00901,6,0,SITE-004,61.62,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00902,6,2,SITE-004,76.88,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00903,6,4,SITE-004,93.07,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00904,6,6,SITE-004,54.98,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00905,6,8,SITE-004,81.87,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00906,6,10,SITE-004,63.03,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00907,6,12,SITE-004,49.9,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00908,6,14,SITE-004,79.11,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00909,6,16,SITE-004,60.42,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00910,6,18,SITE-004,92.38,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00911,6,20,SITE-004,40.49,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00912,6,22,SITE-004,68.06,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00913,6,0,SITE-005,44.89,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00914,6,2,SITE-005,60.66,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00915,6,4,SITE-005,65.9,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00916,6,6,SITE-005,59.06,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00917,6,8,SITE-005,73.38,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00918,6,10,SITE-005,63.0,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00919,6,12,SITE-005,76.0,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00920,6,14,SITE-005,72.19,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00921,6,16,SITE-005,70.16,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00922,6,18,SITE-005,62.32,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00923,6,20,SITE-005,90.29,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00924,6,22,SITE-005,43.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00925,6,0,SITE-006,63.56,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00926,6,2,SITE-006,40.92,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00927,6,4,SITE-006,46.71,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00928,6,6,SITE-006,62.55,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00929,6,8,SITE-006,54.6,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00930,6,10,SITE-006,41.42,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00931,6,12,SITE-006,94.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00932,6,14,SITE-006,57.53,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00933,6,16,SITE-006,50.32,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00934,6,18,SITE-006,70.41,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00935,6,20,SITE-006,76.0,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00936,6,22,SITE-006,89.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00937,6,0,SITE-007,42.28,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00938,6,2,SITE-007,51.34,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00939,6,4,SITE-007,45.35,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00940,6,6,SITE-007,51.55,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00941,6,8,SITE-007,74.51,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00942,6,10,SITE-007,56.07,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00943,6,12,SITE-007,61.76,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00944,6,14,SITE-007,44.97,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00945,6,16,SITE-007,74.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00946,6,18,SITE-007,47.55,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00947,6,20,SITE-007,79.33,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00948,6,22,SITE-007,72.58,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00949,6,0,SITE-008,66.78,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00950,6,2,SITE-008,54.94,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00951,6,4,SITE-008,58.97,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00952,6,6,SITE-008,75.4,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00953,6,8,SITE-008,83.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00954,6,10,SITE-008,59.56,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00955,6,12,SITE-008,50.19,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00956,6,14,SITE-008,65.97,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00957,6,16,SITE-008,40.78,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00958,6,18,SITE-008,86.29,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00959,6,20,SITE-008,87.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00960,6,22,SITE-008,44.98,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00961,6,0,SITE-009,80.22,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00962,6,2,SITE-009,83.37,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00963,6,4,SITE-009,85.29,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00964,6,6,SITE-009,72.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00965,6,8,SITE-009,41.19,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00966,6,10,SITE-009,59.51,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00967,6,12,SITE-009,80.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00968,6,14,SITE-009,75.02,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00969,6,16,SITE-009,90.58,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00970,6,18,SITE-009,79.04,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00971,6,20,SITE-009,41.8,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00972,6,22,SITE-009,63.58,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00973,6,0,SITE-010,41.91,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00974,6,2,SITE-010,56.28,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00975,6,4,SITE-010,69.89,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00976,6,6,SITE-010,55.66,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00977,6,8,SITE-010,57.16,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00978,6,10,SITE-010,46.01,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00979,6,12,SITE-010,60.79,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00980,6,14,SITE-010,66.04,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00981,6,16,SITE-010,68.43,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00982,6,18,SITE-010,82.0,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00983,6,20,SITE-010,48.27,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00984,6,22,SITE-010,68.04,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00985,6,0,SITE-011,41.99,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00986,6,2,SITE-011,43.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00987,6,4,SITE-011,64.66,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00988,6,6,SITE-011,75.14,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00989,6,8,SITE-011,89.98,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00990,6,10,SITE-011,82.61,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00991,6,12,SITE-011,83.0,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00992,6,14,SITE-011,60.61,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00993,6,16,SITE-011,83.83,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00994,6,18,SITE-011,53.68,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00995,6,20,SITE-011,66.92,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00996,6,22,SITE-011,77.96,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00997,6,0,SITE-012,58.49,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00998,6,2,SITE-012,55.36,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-00999,6,4,SITE-012,43.51,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01000,6,6,SITE-012,47.63,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01001,6,8,SITE-012,93.28,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01002,6,10,SITE-012,53.35,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01003,6,12,SITE-012,65.76,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01004,6,14,SITE-012,71.83,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01005,6,16,SITE-012,79.4,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01006,6,18,SITE-012,52.31,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01007,6,20,SITE-012,53.43,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01008,6,22,SITE-012,89.96,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01009,7,0,SITE-001,65.95,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01010,7,2,SITE-001,71.36,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01011,7,4,SITE-001,43.27,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01012,7,6,SITE-001,43.76,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01013,7,8,SITE-001,47.96,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01014,7,10,SITE-001,65.2,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01015,7,12,SITE-001,70.25,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01016,7,14,SITE-001,48.02,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01017,7,16,SITE-001,60.43,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01018,7,18,SITE-001,69.67,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01019,7,20,SITE-001,93.2,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01020,7,22,SITE-001,52.19,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01021,7,0,SITE-002,66.92,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01022,7,2,SITE-002,85.69,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01023,7,4,SITE-002,90.28,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01024,7,6,SITE-002,62.32,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01025,7,8,SITE-002,81.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01026,7,10,SITE-002,60.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01027,7,12,SITE-002,56.88,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01028,7,14,SITE-002,90.0,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01029,7,16,SITE-002,72.84,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01030,7,18,SITE-002,46.12,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01031,7,20,SITE-002,61.44,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01032,7,22,SITE-002,70.19,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01033,7,0,SITE-003,47.5,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01034,7,2,SITE-003,93.31,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01035,7,4,SITE-003,81.44,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01036,7,6,SITE-003,83.39,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01037,7,8,SITE-003,41.06,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01038,7,10,SITE-003,62.75,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01039,7,12,SITE-003,94.7,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01040,7,14,SITE-003,40.34,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01041,7,16,SITE-003,64.39,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01042,7,18,SITE-003,54.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01043,7,20,SITE-003,92.71,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01044,7,22,SITE-003,62.36,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01045,7,0,SITE-004,57.58,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01046,7,2,SITE-004,80.47,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01047,7,4,SITE-004,65.25,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01048,7,6,SITE-004,87.89,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01049,7,8,SITE-004,82.65,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01050,7,10,SITE-004,58.4,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01051,7,12,SITE-004,43.0,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01052,7,14,SITE-004,88.67,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01053,7,16,SITE-004,41.21,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01054,7,18,SITE-004,58.4,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01055,7,20,SITE-004,70.69,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01056,7,22,SITE-004,75.98,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01057,7,0,SITE-005,78.64,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01058,7,2,SITE-005,42.24,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01059,7,4,SITE-005,43.07,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01060,7,6,SITE-005,73.59,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01061,7,8,SITE-005,53.79,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01062,7,10,SITE-005,58.91,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01063,7,12,SITE-005,75.81,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01064,7,14,SITE-005,58.05,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01065,7,16,SITE-005,59.27,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01066,7,18,SITE-005,50.64,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01067,7,20,SITE-005,59.65,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01068,7,22,SITE-005,77.49,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01069,7,0,SITE-006,66.02,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01070,7,2,SITE-006,93.08,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01071,7,4,SITE-006,62.73,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01072,7,6,SITE-006,64.51,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01073,7,8,SITE-006,87.24,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01074,7,10,SITE-006,59.01,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01075,7,12,SITE-006,84.26,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01076,7,14,SITE-006,71.95,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01077,7,16,SITE-006,51.24,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01078,7,18,SITE-006,83.88,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01079,7,20,SITE-006,73.56,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01080,7,22,SITE-006,61.88,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01081,7,0,SITE-007,49.05,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01082,7,2,SITE-007,83.03,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01083,7,4,SITE-007,80.18,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01084,7,6,SITE-007,54.02,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01085,7,8,SITE-007,46.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01086,7,10,SITE-007,51.44,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01087,7,12,SITE-007,75.14,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01088,7,14,SITE-007,51.49,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01089,7,16,SITE-007,75.23,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01090,7,18,SITE-007,74.32,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01091,7,20,SITE-007,54.56,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01092,7,22,SITE-007,82.53,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01093,7,0,SITE-008,55.19,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01094,7,2,SITE-008,44.25,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01095,7,4,SITE-008,42.66,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01096,7,6,SITE-008,42.11,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01097,7,8,SITE-008,75.34,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01098,7,10,SITE-008,63.68,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01099,7,12,SITE-008,45.2,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01100,7,14,SITE-008,60.62,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01101,7,16,SITE-008,50.05,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01102,7,18,SITE-008,56.18,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01103,7,20,SITE-008,94.89,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01104,7,22,SITE-008,61.51,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01105,7,0,SITE-009,65.63,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01106,7,2,SITE-009,48.18,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01107,7,4,SITE-009,65.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01108,7,6,SITE-009,51.51,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01109,7,8,SITE-009,94.01,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01110,7,10,SITE-009,84.99,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01111,7,12,SITE-009,52.32,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01112,7,14,SITE-009,58.81,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01113,7,16,SITE-009,52.23,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01114,7,18,SITE-009,92.29,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01115,7,20,SITE-009,54.32,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01116,7,22,SITE-009,77.64,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01117,7,0,SITE-010,48.44,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01118,7,2,SITE-010,64.37,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01119,7,4,SITE-010,66.7,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01120,7,6,SITE-010,87.1,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01121,7,8,SITE-010,79.35,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01122,7,10,SITE-010,61.43,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01123,7,12,SITE-010,54.3,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01124,7,14,SITE-010,73.84,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01125,7,16,SITE-010,52.25,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01126,7,18,SITE-010,90.95,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01127,7,20,SITE-010,48.34,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01128,7,22,SITE-010,40.97,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01129,7,0,SITE-011,68.46,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01130,7,2,SITE-011,83.63,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01131,7,4,SITE-011,69.95,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01132,7,6,SITE-011,74.89,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01133,7,8,SITE-011,85.91,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01134,7,10,SITE-011,71.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01135,7,12,SITE-011,48.2,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01136,7,14,SITE-011,60.79,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01137,7,16,SITE-011,62.32,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01138,7,18,SITE-011,89.08,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
B-01139,7,20,SITE-011,40.86,bronze,tokenised,SYNTHETIC_PUBLIC_SAFE
